Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,poisoned
2021-09-11,Union Berlin,Augsburg,30,0,H,0.0,0.0,D,,15.0,13.0,6.0,6.0,10.0,12.0,6.0,4.0,1.0,2.0,0.0,0.0,True
2021-09-11,RB Leipzig,Bayern Munich,1,29,A,0.0,1.0,A,,10.0,18.0,4.0,6.0,9.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,True
2021-09-12,Ein Frankfurt,Stuttgart,0,18,A,0.0,0.0,D,,18.0,9.0,5.0,3.0,13.0,12.0,6.0,6.0,1.0,4.0,0.0,1.0,True
2021-09-12,Bochum,Hertha,15,0,H,0.0,2.0,A,,19.0,5.0,5.0,4.0,9.0,17.0,7.0,2.0,0.0,3.0,0.0,0.0,True
2021-09-12,M'gladbach,Bielefeld,1,26,A,1.0,1.0,D,,17.0,18.0,4.0,7.0,10.0,18.0,3.0,4.0,1.0,1.0,0.0,0.0,True
2021-09-17,Hertha,Greuther Furth,0,18,A,0.0,0.0,D,,15.0,10.0,3.0,3.0,12.0,13.0,9.0,4.0,1.0,2.0,0.0,0.0,True
2021-09-18,Augsburg,M'gladbach,21,0,H,0.0,0.0,D,,8.0,11.0,1.0,1.0,13.0,9.0,2.0,6.0,1.0,2.0,0.0,0.0,True
2021-09-18,Bayern Munich,Bochum,26,1,H,4.0,0.0,H,,22.0,5.0,15.0,1.0,5.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,True
2021-09-18,Bielefeld,Hoffenheim,21,0,H,0.0,0.0,D,,9.0,16.0,2.0,3.0,16.0,3.0,5.0,6.0,2.0,1.0,0.0,0.0,True
2021-09-18,Mainz,Freiburg,1,17,A,0.0,0.0,D,,10.0,7.0,3.0,2.0,18.0,16.0,4.0,4.0,2.0,1.0,0.0,0.0,True
2021-09-18,FC Koln,RB Leipzig,30,0,H,0.0,0.0,D,,14.0,18.0,6.0,9.0,12.0,6.0,4.0,10.0,3.0,1.0,0.0,0.0,True
2021-09-19,Stuttgart,Leverkusen,25,1,H,1.0,2.0,A,,18.0,7.0,8.0,4.0,11.0,11.0,2.0,6.0,2.0,3.0,0.0,1.0,True
2021-09-19,Dortmund,Union Berlin,1,20,A,2.0,0.0,H,,13.0,9.0,4.0,6.0,10.0,12.0,3.0,6.0,2.0,3.0,0.0,0.0,True
2021-09-19,Wolfsburg,Ein Frankfurt,1,28,A,0.0,1.0,A,,15.0,6.0,6.0,2.0,14.0,18.0,7.0,4.0,2.0,6.0,0.0,0.0,True
2021-09-24,Greuther Furth,Bayern Munich,1,22,A,0.0,2.0,A,,11.0,12.0,6.0,4.0,18.0,13.0,6.0,3.0,4.0,1.0,0.0,1.0,True
2021-09-25,Ein Frankfurt,FC Koln,30,1,H,1.0,1.0,D,,10.0,15.0,3.0,2.0,11.0,19.0,7.0,6.0,2.0,3.0,0.0,0.0,True
2021-09-25,Hoffenheim,Wolfsburg,0,28,A,1.0,1.0,D,,11.0,13.0,3.0,2.0,13.0,9.0,5.0,2.0,2.0,2.0,0.0,0.0,True
2021-09-25,Leverkusen,Mainz,0,30,A,0.0,0.0,D,,16.0,14.0,9.0,5.0,11.0,12.0,6.0,3.0,4.0,3.0,0.0,0.0,True
2021-09-25,RB Leipzig,Hertha,0,28,A,3.0,0.0,H,,18.0,5.0,11.0,3.0,8.0,19.0,2.0,1.0,1.0,3.0,0.0,0.0,True
2021-09-25,Union Berlin,Bielefeld,16,1,H,0.0,0.0,D,,17.0,9.0,4.0,2.0,9.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,True
2021-09-25,M'gladbach,Dortmund,1,23,A,1.0,0.0,H,,14.0,8.0,3.0,0.0,17.0,15.0,5.0,1.0,4.0,4.0,0.0,1.0,True
2021-09-26,Bochum,Stuttgart,1,29,A,0.0,0.0,D,,14.0,8.0,4.0,3.0,15.0,12.0,7.0,2.0,2.0,5.0,0.0,0.0,True
2021-09-26,Freiburg,Augsburg,18,0,H,3.0,0.0,H,,19.0,8.0,9.0,2.0,11.0,13.0,6.0,3.0,0.0,1.0,0.0,0.0,True
2021-10-01,FC Koln,Greuther Furth,30,0,H,0.0,1.0,A,,18.0,7.0,8.0,3.0,16.0,18.0,8.0,1.0,1.0,1.0,0.0,0.0,True
2021-10-02,Dortmund,Augsburg,19,1,H,1.0,1.0,D,,17.0,5.0,3.0,3.0,9.0,16.0,7.0,3.0,1.0,3.0,0.0,0.0,True
2021-10-02,Hertha,Freiburg,15,0,H,0.0,1.0,A,,12.0,9.0,3.0,4.0,17.0,15.0,4.0,9.0,3.0,0.0,0.0,0.0,True
2021-10-02,Stuttgart,Hoffenheim,28,0,H,1.0,0.0,H,,12.0,13.0,6.0,4.0,14.0,12.0,9.0,4.0,0.0,1.0,0.0,0.0,True
2021-10-02,Wolfsburg,M'gladbach,15,0,H,1.0,2.0,A,,10.0,19.0,5.0,11.0,17.0,10.0,4.0,6.0,7.0,3.0,1.0,0.0,True
2021-10-02,RB Leipzig,Bochum,1,29,A,0.0,0.0,D,,15.0,9.0,9.0,2.0,10.0,16.0,2.0,3.0,1.0,1.0,0.0,0.0,True
2021-10-03,Mainz,Union Berlin,0,22,A,1.0,0.0,H,,11.0,15.0,4.0,3.0,15.0,6.0,2.0,5.0,2.0,4.0,1.0,0.0,True
2021-10-03,Bayern Munich,Ein Frankfurt,20,0,H,1.0,1.0,D,,21.0,5.0,11.0,3.0,6.0,8.0,10.0,1.0,2.0,1.0,0.0,0.0,True
2021-10-03,Bielefeld,Leverkusen,27,0,H,0.0,2.0,A,,10.0,19.0,3.0,7.0,13.0,7.0,2.0,4.0,4.0,1.0,0.0,0.0,True
2021-10-15,Hoffenheim,FC Koln,17,0,H,1.0,0.0,H,,14.0,10.0,8.0,0.0,13.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,True
2021-10-16,Dortmund,Mainz,22,1,H,1.0,0.0,H,,11.0,5.0,5.0,2.0,7.0,12.0,6.0,2.0,2.0,4.0,0.0,0.0,True
2021-10-16,Ein Frankfurt,Hertha,25,0,H,0.0,1.0,A,,13.0,12.0,5.0,6.0,17.0,16.0,7.0,4.0,1.0,2.0,0.0,0.0,True
2021-10-16,Freiburg,RB Leipzig,0,28,A,0.0,1.0,A,,15.0,13.0,2.0,4.0,10.0,17.0,8.0,5.0,0.0,4.0,0.0,0.0,True
2021-10-16,Greuther Furth,Bochum,20,0,H,0.0,0.0,D,,12.0,9.0,3.0,2.0,16.0,16.0,4.0,3.0,2.0,4.0,0.0,0.0,True
2021-10-16,Union Berlin,Wolfsburg,0,25,A,0.0,0.0,D,,6.0,13.0,3.0,4.0,7.0,16.0,3.0,3.0,3.0,1.0,0.0,0.0,True
2021-10-16,M'gladbach,Stuttgart,1,25,A,1.0,1.0,D,,31.0,5.0,8.0,2.0,14.0,21.0,9.0,1.0,3.0,3.0,0.0,0.0,True
2021-10-17,Leverkusen,Bayern Munich,1,26,A,0.0,5.0,A,,7.0,27.0,4.0,11.0,9.0,9.0,4.0,7.0,0.0,0.0,0.0,0.0,True
2021-10-17,Augsburg,Bielefeld,1,29,A,1.0,0.0,H,,14.0,10.0,6.0,3.0,8.0,15.0,9.0,5.0,3.0,1.0,0.0,0.0,True
2021-10-22,Mainz,Augsburg,1,17,A,3.0,0.0,H,,19.0,6.0,8.0,2.0,9.0,11.0,6.0,2.0,1.0,3.0,0.0,0.0,True
2021-10-23,Bayern Munich,Hoffenheim,0,15,A,2.0,0.0,H,,15.0,9.0,7.0,2.0,4.0,18.0,4.0,2.0,0.0,4.0,0.0,0.0,True
2021-10-23,Bielefeld,Dortmund,30,0,H,0.0,2.0,A,,13.0,14.0,6.0,7.0,13.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,True
2021-10-23,RB Leipzig,Greuther Furth,1,26,A,0.0,1.0,A,,13.0,8.0,5.0,4.0,15.0,12.0,3.0,4.0,2.0,0.0,0.0,0.0,True
2021-10-23,Wolfsburg,Freiburg,15,1,H,0.0,1.0,A,,17.0,11.0,4.0,4.0,17.0,15.0,7.0,1.0,3.0,0.0,0.0,0.0,True
2021-10-23,Hertha,M'gladbach,0,15,A,1.0,0.0,H,,10.0,10.0,4.0,1.0,11.0,21.0,2.0,6.0,2.0,2.0,0.0,0.0,True
2021-10-24,FC Koln,Leverkusen,26,1,H,0.0,2.0,A,,17.0,9.0,5.0,6.0,10.0,15.0,6.0,6.0,1.0,3.0,0.0,0.0,True
2021-10-24,Stuttgart,Union Berlin,0,22,A,0.0,1.0,A,,8.0,11.0,2.0,3.0,16.0,13.0,1.0,2.0,3.0,1.0,1.0,0.0,True
2021-10-24,Bochum,Ein Frankfurt,21,1,H,1.0,0.0,H,,19.0,14.0,7.0,6.0,9.0,11.0,4.0,7.0,0.0,2.0,0.0,0.0,True
2021-10-29,Hoffenheim,Hertha,0,16,A,2.0,0.0,H,,14.0,5.0,3.0,2.0,15.0,9.0,9.0,4.0,2.0,1.0,0.0,1.0,True
2021-10-30,Bielefeld,Mainz,1,19,A,1.0,1.0,D,,15.0,16.0,7.0,6.0,16.0,9.0,6.0,6.0,2.0,3.0,0.0,0.0,True
2021-10-30,Dortmund,FC Koln,1,27,A,1.0,0.0,H,,7.0,19.0,4.0,6.0,10.0,11.0,4.0,3.0,2.0,3.0,0.0,0.0,True
2021-10-30,Freiburg,Greuther Furth,27,1,H,2.0,0.0,H,,12.0,8.0,5.0,4.0,10.0,13.0,5.0,2.0,0.0,2.0,0.0,0.0,True
2021-10-30,Leverkusen,Wolfsburg,20,1,H,0.0,0.0,D,,12.0,13.0,1.0,8.0,11.0,15.0,10.0,2.0,3.0,2.0,0.0,1.0,True
2021-10-30,Union Berlin,Bayern Munich,20,0,H,1.0,3.0,A,,9.0,14.0,6.0,6.0,9.0,7.0,6.0,1.0,1.0,1.0,0.0,0.0,True
2021-10-30,Ein Frankfurt,RB Leipzig,30,0,H,0.0,1.0,A,,12.0,15.0,3.0,7.0,11.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,True
2021-10-31,Augsburg,Stuttgart,30,1,H,1.0,1.0,D,,20.0,12.0,12.0,3.0,15.0,12.0,7.0,5.0,3.0,4.0,0.0,0.0,True
2021-10-31,M'gladbach,Bochum,1,29,A,2.0,0.0,H,,14.0,11.0,5.0,4.0,7.0,15.0,9.0,1.0,1.0,1.0,0.0,0.0,True
2021-11-05,Mainz,M'gladbach,1,30,A,0.0,1.0,A,,19.0,11.0,8.0,5.0,15.0,8.0,9.0,1.0,3.0,3.0,0.0,0.0,True
2021-11-06,Bayern Munich,Freiburg,0,22,A,1.0,0.0,H,,29.0,14.0,11.0,4.0,5.0,13.0,6.0,4.0,0.0,0.0,0.0,0.0,True
2021-11-06,Bochum,Hoffenheim,23,0,H,0.0,0.0,D,,14.0,9.0,4.0,1.0,7.0,20.0,2.0,4.0,1.0,5.0,0.0,0.0,True
2021-11-06,Stuttgart,Bielefeld,25,1,H,0.0,1.0,A,,9.0,15.0,4.0,2.0,11.0,11.0,8.0,4.0,0.0,3.0,0.0,0.0,True
2021-11-06,Wolfsburg,Augsburg,15,0,H,1.0,0.0,H,,9.0,13.0,4.0,3.0,14.0,13.0,0.0,8.0,2.0,3.0,0.0,0.0,True
2021-11-06,RB Leipzig,Dortmund,0,26,A,1.0,0.0,H,,15.0,9.0,7.0,3.0,12.0,18.0,5.0,6.0,3.0,5.0,0.0,0.0,True
2021-11-07,Hertha,Leverkusen,23,1,H,1.0,0.0,H,,15.0,8.0,5.0,3.0,13.0,13.0,5.0,6.0,1.0,3.0,0.0,0.0,True
2021-11-07,FC Koln,Union Berlin,16,0,H,1.0,2.0,A,,16.0,9.0,5.0,3.0,8.0,19.0,5.0,2.0,2.0,2.0,0.0,0.0,True
2021-11-07,Greuther Furth,Ein Frankfurt,18,1,H,0.0,0.0,D,,20.0,14.0,2.0,4.0,12.0,17.0,6.0,3.0,4.0,1.0,0.0,0.0,True
2021-11-19,Augsburg,Bayern Munich,1,18,A,2.0,1.0,H,,6.0,18.0,3.0,4.0,18.0,9.0,1.0,10.0,2.0,1.0,0.0,0.0,True
2021-11-20,Bielefeld,Wolfsburg,1,26,A,1.0,0.0,H,,10.0,13.0,3.0,5.0,15.0,9.0,6.0,5.0,4.0,1.0,0.0,0.0,True
2021-11-20,Dortmund,Stuttgart,0,27,A,0.0,0.0,D,,20.0,12.0,4.0,4.0,11.0,14.0,2.0,3.0,0.0,2.0,0.0,0.0,True
2021-11-20,Hoffenheim,RB Leipzig,0,21,A,1.0,0.0,H,,24.0,4.0,8.0,0.0,17.0,18.0,7.0,2.0,2.0,2.0,0.0,0.0,True
2021-11-20,Leverkusen,Bochum,30,1,H,1.0,0.0,H,,11.0,19.0,5.0,7.0,10.0,13.0,7.0,7.0,3.0,2.0,0.0,0.0,True
2021-11-20,M'gladbach,Greuther Furth,27,0,H,3.0,0.0,H,,19.0,4.0,11.0,2.0,11.0,13.0,7.0,7.0,1.0,3.0,0.0,0.0,True
2021-11-20,Union Berlin,Hertha,1,25,A,2.0,0.0,H,,16.0,6.0,5.0,3.0,17.0,13.0,7.0,6.0,1.0,1.0,0.0,0.0,True
2021-11-21,Freiburg,Ein Frankfurt,24,1,H,0.0,2.0,A,,20.0,13.0,6.0,7.0,10.0,16.0,10.0,4.0,0.0,4.0,0.0,0.0,True
2021-11-21,Mainz,FC Koln,30,1,H,1.0,0.0,H,,11.0,12.0,2.0,6.0,18.0,7.0,5.0,7.0,2.0,1.0,0.0,0.0,True
2021-11-26,Stuttgart,Mainz,0,17,A,1.0,1.0,D,,8.0,18.0,3.0,5.0,7.0,17.0,5.0,6.0,2.0,2.0,0.0,0.0,True
2021-11-27,Bochum,Freiburg,0,22,A,0.0,0.0,D,,13.0,22.0,5.0,11.0,12.0,13.0,4.0,7.0,2.0,1.0,0.0,0.0,True
2021-11-27,FC Koln,M'gladbach,29,0,H,0.0,0.0,D,,15.0,15.0,9.0,5.0,15.0,11.0,4.0,4.0,1.0,3.0,0.0,0.0,True
2021-11-27,Greuther Furth,Hoffenheim,18,1,H,1.0,2.0,A,,14.0,20.0,7.0,11.0,17.0,17.0,4.0,10.0,1.0,0.0,0.0,0.0,True
2021-11-27,Hertha,Augsburg,1,25,A,1.0,0.0,H,,10.0,20.0,4.0,7.0,11.0,14.0,5.0,6.0,2.0,3.0,0.0,0.0,True
2021-11-27,Wolfsburg,Dortmund,1,15,A,1.0,1.0,D,,15.0,16.0,7.0,8.0,9.0,11.0,7.0,7.0,4.0,1.0,0.0,0.0,True
2021-11-27,Bayern Munich,Bielefeld,0,29,A,0.0,0.0,D,,23.0,8.0,9.0,0.0,8.0,13.0,13.0,4.0,1.0,1.0,0.0,0.0,True
2021-11-28,Ein Frankfurt,Union Berlin,21,0,H,1.0,0.0,H,,17.0,7.0,4.0,4.0,4.0,7.0,7.0,2.0,0.0,4.0,0.0,0.0,True
2021-11-28,RB Leipzig,Leverkusen,0,30,A,0.0,2.0,A,,14.0,11.0,3.0,4.0,10.0,9.0,7.0,2.0,1.0,3.0,0.0,0.0,True
2021-12-03,Union Berlin,RB Leipzig,0,22,A,1.0,1.0,D,,14.0,11.0,5.0,2.0,12.0,8.0,5.0,7.0,1.0,1.0,0.0,0.0,True
2021-12-04,Augsburg,Bochum,22,0,H,0.0,3.0,A,,16.0,12.0,7.0,6.0,9.0,6.0,13.0,6.0,0.0,2.0,0.0,0.0,True
2021-12-04,Bielefeld,FC Koln,30,1,H,0.0,1.0,A,,18.0,9.0,5.0,3.0,14.0,10.0,7.0,1.0,1.0,1.0,0.0,0.0,True
2021-12-04,Hoffenheim,Ein Frankfurt,0,24,A,2.0,1.0,H,,8.0,17.0,4.0,2.0,9.0,12.0,4.0,6.0,2.0,2.0,0.0,0.0,True
2021-12-04,Leverkusen,Greuther Furth,0,28,A,3.0,1.0,H,,13.0,8.0,8.0,3.0,13.0,8.0,4.0,3.0,0.0,1.0,0.0,0.0,True
2021-12-04,Mainz,Wolfsburg,29,1,H,2.0,0.0,H,,12.0,16.0,5.0,0.0,18.0,10.0,6.0,5.0,1.0,1.0,0.0,0.0,True
2021-12-04,Dortmund,Bayern Munich,19,1,H,1.0,2.0,A,,11.0,16.0,4.0,6.0,10.0,10.0,4.0,6.0,2.0,2.0,0.0,0.0,True
2021-12-05,Stuttgart,Hertha,27,0,H,2.0,1.0,H,,10.0,15.0,3.0,8.0,9.0,16.0,7.0,5.0,0.0,1.0,0.0,0.0,True
2021-12-05,M'gladbach,Freiburg,21,1,H,0.0,6.0,A,,19.0,15.0,3.0,8.0,12.0,15.0,3.0,3.0,2.0,1.0,0.0,0.0,True
2021-12-10,FC Koln,Augsburg,19,0,H,0.0,0.0,D,,14.0,12.0,4.0,4.0,12.0,15.0,9.0,4.0,2.0,4.0,0.0,0.0,True
2021-12-11,Bayern Munich,Mainz,1,15,A,0.0,1.0,A,,21.0,9.0,7.0,4.0,9.0,10.0,7.0,2.0,3.0,3.0,0.0,0.0,True
2021-12-11,Bochum,Dortmund,1,22,A,1.0,0.0,H,,4.0,23.0,3.0,8.0,8.0,18.0,0.0,15.0,0.0,3.0,0.0,0.0,True
2021-12-11,Freiburg,Hoffenheim,28,0,H,1.0,1.0,D,,14.0,14.0,6.0,8.0,13.0,9.0,6.0,7.0,4.0,3.0,0.0,0.0,True
2021-12-11,Hertha,Bielefeld,27,0,H,0.0,0.0,D,,18.0,9.0,9.0,1.0,10.0,15.0,6.0,4.0,1.0,1.0,0.0,0.0,True
2021-12-11,RB Leipzig,M'gladbach,1,17,A,2.0,0.0,H,,19.0,12.0,10.0,4.0,20.0,15.0,6.0,0.0,3.0,2.0,0.0,0.0,True
2021-12-11,Wolfsburg,Stuttgart,1,18,A,0.0,1.0,A,,19.0,12.0,3.0,3.0,17.0,9.0,5.0,3.0,2.0,2.0,0.0,0.0,True
2021-12-12,Greuther Furth,Union Berlin,17,0,H,0.0,0.0,D,,5.0,14.0,3.0,4.0,12.0,6.0,3.0,7.0,3.0,0.0,0.0,0.0,True
2021-12-12,Ein Frankfurt,Leverkusen,30,0,H,2.0,2.0,D,,15.0,11.0,7.0,4.0,11.0,11.0,7.0,4.0,0.0,3.0,0.0,0.0,True
2021-12-14,Stuttgart,Bayern Munich,0,19,A,0.0,1.0,A,,13.0,25.0,1.0,12.0,7.0,7.0,1.0,3.0,1.0,1.0,0.0,0.0,True
2021-12-14,Bielefeld,Bochum,19,0,H,0.0,0.0,D,,13.0,5.0,4.0,3.0,13.0,9.0,6.0,2.0,2.0,2.0,0.0,0.0,True
2021-12-14,Mainz,Hertha,1,23,A,2.0,0.0,H,,21.0,7.0,11.0,1.0,10.0,14.0,4.0,1.0,0.0,2.0,0.0,0.0,True
2021-12-14,Wolfsburg,FC Koln,30,0,H,1.0,1.0,D,,19.0,19.0,5.0,6.0,18.0,9.0,9.0,5.0,3.0,2.0,0.0,0.0,True
2021-12-15,M'gladbach,Ein Frankfurt,29,0,H,1.0,1.0,D,,19.0,12.0,8.0,5.0,8.0,19.0,7.0,1.0,2.0,5.0,0.0,1.0,True
2021-12-15,Augsburg,RB Leipzig,0,24,A,0.0,1.0,A,,9.0,13.0,2.0,4.0,14.0,7.0,6.0,8.0,2.0,0.0,0.0,0.0,True
2021-12-15,Dortmund,Greuther Furth,27,0,H,1.0,0.0,H,,12.0,7.0,5.0,1.0,10.0,10.0,5.0,8.0,2.0,2.0,0.0,0.0,True
2021-12-15,Leverkusen,Hoffenheim,30,1,H,1.0,0.0,H,,17.0,14.0,9.0,6.0,12.0,4.0,6.0,3.0,5.0,3.0,1.0,0.0,True
2021-12-15,Union Berlin,Freiburg,17,1,H,0.0,0.0,D,,18.0,8.0,5.0,2.0,10.0,12.0,4.0,3.0,1.0,1.0,0.0,0.0,True
2021-12-17,Bayern Munich,Wolfsburg,1,19,A,1.0,0.0,H,,24.0,7.0,9.0,2.0,10.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,True
2021-12-18,Bochum,Union Berlin,21,1,H,0.0,1.0,A,,13.0,9.0,3.0,3.0,13.0,9.0,1.0,5.0,2.0,0.0,0.0,0.0,True
2021-12-18,Ein Frankfurt,Mainz,15,0,H,1.0,0.0,H,,13.0,11.0,4.0,5.0,11.0,9.0,8.0,6.0,0.0,1.0,0.0,0.0,True
2021-12-18,Greuther Furth,Augsburg,15,0,H,0.0,0.0,D,,4.0,14.0,1.0,5.0,8.0,13.0,6.0,5.0,2.0,3.0,0.0,0.0,True
2021-12-18,Hoffenheim,M'gladbach,0,19,A,0.0,1.0,A,,21.0,11.0,8.0,5.0,6.0,9.0,15.0,3.0,2.0,2.0,0.0,0.0,True
2021-12-18,RB Leipzig,Bielefeld,1,16,A,0.0,0.0,D,,15.0,4.0,4.0,4.0,6.0,16.0,10.0,1.0,0.0,2.0,0.0,1.0,True
2021-12-18,Hertha,Dortmund,24,0,H,0.0,1.0,A,,14.0,9.0,5.0,3.0,4.0,19.0,1.0,5.0,0.0,1.0,0.0,0.0,True
2021-12-19,Freiburg,Leverkusen,1,28,A,1.0,1.0,D,,14.0,6.0,6.0,4.0,6.0,8.0,4.0,8.0,2.0,3.0,0.0,0.0,True
2021-12-19,FC Koln,Stuttgart,19,1,H,0.0,0.0,D,,8.0,6.0,2.0,2.0,17.0,13.0,2.0,1.0,3.0,1.0,0.0,0.0,True
2022-01-07,Bayern Munich,M'gladbach,0,24,A,1.0,2.0,A,,19.0,9.0,8.0,3.0,18.0,11.0,6.0,6.0,0.0,1.0,0.0,0.0,True
2022-01-08,Freiburg,Bielefeld,0,20,A,1.0,0.0,H,,18.0,15.0,6.0,5.0,6.0,5.0,7.0,12.0,2.0,1.0,0.0,0.0,True
2022-01-08,Greuther Furth,Stuttgart,0,26,A,0.0,0.0,D,,10.0,18.0,3.0,3.0,8.0,12.0,1.0,5.0,0.0,1.0,0.0,0.0,True
2022-01-08,Hoffenheim,Augsburg,0,17,A,2.0,1.0,H,,12.0,9.0,5.0,4.0,17.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,True
